"DISTRICT","YEAR","MONTH","DATE","RAINFALL.ON.DAY"
"MANBHUM PURULIA",1901,"Apr",1,0
"MANBHUM PURULIA",1901,"Apr",2,0
"MANBHUM PURULIA",1901,"Apr",3,0
"MANBHUM PURULIA",1901,"Apr",4,0
"MANBHUM PURULIA",1901,"Apr",5,0
"MANBHUM PURULIA",1901,"Apr",6,0
"MANBHUM PURULIA",1901,"Apr",7,0
"MANBHUM PURULIA",1901,"Apr",8,0
"MANBHUM PURULIA",1901,"Apr",9,0
"MANBHUM PURULIA",1901,"Apr",10,0
"MANBHUM PURULIA",1901,"Apr",11,0
"MANBHUM PURULIA",1901,"Apr",12,0
"MANBHUM PURULIA",1901,"Apr",13,0
"MANBHUM PURULIA",1901,"Apr",14,0
"MANBHUM PURULIA",1901,"Apr",15,0
"MANBHUM PURULIA",1901,"Apr",16,0
"MANBHUM PURULIA",1901,"Apr",17,1.4
"MANBHUM PURULIA",1901,"Apr",18,4.5
"MANBHUM PURULIA",1901,"Apr",19,5.525
"MANBHUM PURULIA",1901,"Apr",20,0
"MANBHUM PURULIA",1901,"Apr",21,7.55
"MANBHUM PURULIA",1901,"Apr",22,0
"MANBHUM PURULIA",1901,"Apr",23,0
"MANBHUM PURULIA",1901,"Apr",24,0.25
"MANBHUM PURULIA",1901,"Apr",25,0
"MANBHUM PURULIA",1901,"Apr",26,0
"MANBHUM PURULIA",1901,"Apr",27,0
"MANBHUM PURULIA",1901,"Apr",28,0
"MANBHUM PURULIA",1901,"Apr",29,0
"MANBHUM PURULIA",1901,"Apr",30,0
"MANBHUM PURULIA",1901,"Aug",1,35.375
"MANBHUM PURULIA",1901,"Aug",2,8.575
"MANBHUM PURULIA",1901,"Aug",3,3.25
"MANBHUM PURULIA",1901,"Aug",4,1.6
"MANBHUM PURULIA",1901,"Aug",5,0
"MANBHUM PURULIA",1901,"Aug",6,0
"MANBHUM PURULIA",1901,"Aug",7,6.1
"MANBHUM PURULIA",1901,"Aug",8,11.3
"MANBHUM PURULIA",1901,"Aug",9,33.075
"MANBHUM PURULIA",1901,"Aug",10,14.75
"MANBHUM PURULIA",1901,"Aug",11,3.175
"MANBHUM PURULIA",1901,"Aug",12,0.125
"MANBHUM PURULIA",1901,"Aug",13,7.125
"MANBHUM PURULIA",1901,"Aug",14,12.45
"MANBHUM PURULIA",1901,"Aug",15,0.2
"MANBHUM PURULIA",1901,"Aug",16,0.4
"MANBHUM PURULIA",1901,"Aug",17,3.75
"MANBHUM PURULIA",1901,"Aug",18,2.425
"MANBHUM PURULIA",1901,"Aug",19,4.325
"MANBHUM PURULIA",1901,"Aug",20,0
"MANBHUM PURULIA",1901,"Aug",21,0
"MANBHUM PURULIA",1901,"Aug",22,0.075
"MANBHUM PURULIA",1901,"Aug",23,20.625
"MANBHUM PURULIA",1901,"Aug",24,38.15
"MANBHUM PURULIA",1901,"Aug",25,31
"MANBHUM PURULIA",1901,"Aug",26,0.25
"MANBHUM PURULIA",1901,"Aug",27,5.775
"MANBHUM PURULIA",1901,"Aug",28,5.2
"MANBHUM PURULIA",1901,"Aug",29,7.375
"MANBHUM PURULIA",1901,"Aug",30,22.025
"MANBHUM PURULIA",1901,"Aug",31,34.35
"MANBHUM PURULIA",1901,"Dec",1,0
"MANBHUM PURULIA",1901,"Dec",2,0
"MANBHUM PURULIA",1901,"Dec",3,0
"MANBHUM PURULIA",1901,"Dec",4,0
"MANBHUM PURULIA",1901,"Dec",5,0
"MANBHUM PURULIA",1901,"Dec",6,0
"MANBHUM PURULIA",1901,"Dec",7,0
"MANBHUM PURULIA",1901,"Dec",8,0
"MANBHUM PURULIA",1901,"Dec",9,0
"MANBHUM PURULIA",1901,"Dec",10,0
"MANBHUM PURULIA",1901,"Dec",11,0
"MANBHUM PURULIA",1901,"Dec",12,0
"MANBHUM PURULIA",1901,"Dec",13,0
"MANBHUM PURULIA",1901,"Dec",14,0
"MANBHUM PURULIA",1901,"Dec",15,0
"MANBHUM PURULIA",1901,"Dec",16,0
"MANBHUM PURULIA",1901,"Dec",17,0
"MANBHUM PURULIA",1901,"Dec",18,0
"MANBHUM PURULIA",1901,"Dec",19,0
"MANBHUM PURULIA",1901,"Dec",20,0
"MANBHUM PURULIA",1901,"Dec",21,0
"MANBHUM PURULIA",1901,"Dec",22,0
"MANBHUM PURULIA",1901,"Dec",23,0
"MANBHUM PURULIA",1901,"Dec",24,0
"MANBHUM PURULIA",1901,"Dec",25,0
"MANBHUM PURULIA",1901,"Dec",26,0
"MANBHUM PURULIA",1901,"Dec",27,0
"MANBHUM PURULIA",1901,"Dec",28,0
"MANBHUM PURULIA",1901,"Dec",29,0
"MANBHUM PURULIA",1901,"Dec",30,0
"MANBHUM PURULIA",1901,"Dec",31,0
"MANBHUM PURULIA",1901,"Feb",1,0
"MANBHUM PURULIA",1901,"Feb",2,0
"MANBHUM PURULIA",1901,"Feb",3,0
"MANBHUM PURULIA",1901,"Feb",4,0
"MANBHUM PURULIA",1901,"Feb",5,0
"MANBHUM PURULIA",1901,"Feb",6,0
"MANBHUM PURULIA",1901,"Feb",7,0
"MANBHUM PURULIA",1901,"Feb",8,0
"MANBHUM PURULIA",1901,"Feb",9,0
"MANBHUM PURULIA",1901,"Feb",10,0
"MANBHUM PURULIA",1901,"Feb",11,10.225
"MANBHUM PURULIA",1901,"Feb",12,42.975
"MANBHUM PURULIA",1901,"Feb",13,19.175
"MANBHUM PURULIA",1901,"Feb",14,0
"MANBHUM PURULIA",1901,"Feb",15,4.45
"MANBHUM PURULIA",1901,"Feb",16,0
"MANBHUM PURULIA",1901,"Feb",17,0.075
"MANBHUM PURULIA",1901,"Feb",18,0
"MANBHUM PURULIA",1901,"Feb",19,0
"MANBHUM PURULIA",1901,"Feb",20,0
"MANBHUM PURULIA",1901,"Feb",21,0.25
"MANBHUM PURULIA",1901,"Feb",22,4.45
"MANBHUM PURULIA",1901,"Feb",23,2.55
"MANBHUM PURULIA",1901,"Feb",24,0.75
"MANBHUM PURULIA",1901,"Feb",25,0
"MANBHUM PURULIA",1901,"Feb",26,0
"MANBHUM PURULIA",1901,"Feb",27,0
"MANBHUM PURULIA",1901,"Feb",28,0
"MANBHUM PURULIA",1901,"Jan",1,0
"MANBHUM PURULIA",1901,"Jan",2,19.075
"MANBHUM PURULIA",1901,"Jan",3,6.35
"MANBHUM PURULIA",1901,"Jan",4,20.825
"MANBHUM PURULIA",1901,"Jan",5,7.8
"MANBHUM PURULIA",1901,"Jan",6,0
"MANBHUM PURULIA",1901,"Jan",7,0
"MANBHUM PURULIA",1901,"Jan",8,0
"MANBHUM PURULIA",1901,"Jan",9,0
"MANBHUM PURULIA",1901,"Jan",10,0
"MANBHUM PURULIA",1901,"Jan",11,0
"MANBHUM PURULIA",1901,"Jan",12,0
"MANBHUM PURULIA",1901,"Jan",13,0
"MANBHUM PURULIA",1901,"Jan",14,0
"MANBHUM PURULIA",1901,"Jan",15,0
"MANBHUM PURULIA",1901,"Jan",16,0
"MANBHUM PURULIA",1901,"Jan",17,0
"MANBHUM PURULIA",1901,"Jan",18,15.175
"MANBHUM PURULIA",1901,"Jan",19,0
"MANBHUM PURULIA",1901,"Jan",20,0
"MANBHUM PURULIA",1901,"Jan",21,0
"MANBHUM PURULIA",1901,"Jan",22,0
"MANBHUM PURULIA",1901,"Jan",23,0
"MANBHUM PURULIA",1901,"Jan",24,0
"MANBHUM PURULIA",1901,"Jan",25,0
"MANBHUM PURULIA",1901,"Jan",26,0
"MANBHUM PURULIA",1901,"Jan",27,0
"MANBHUM PURULIA",1901,"Jan",28,0
"MANBHUM PURULIA",1901,"Jan",29,0
"MANBHUM PURULIA",1901,"Jan",30,0
"MANBHUM PURULIA",1901,"Jan",31,0
"MANBHUM PURULIA",1901,"Jul",1,2.55
"MANBHUM PURULIA",1901,"Jul",2,0.625
"MANBHUM PURULIA",1901,"Jul",3,4.125
"MANBHUM PURULIA",1901,"Jul",4,1.325
"MANBHUM PURULIA",1901,"Jul",5,0
"MANBHUM PURULIA",1901,"Jul",6,14.6
"MANBHUM PURULIA",1901,"Jul",7,23.7
"MANBHUM PURULIA",1901,"Jul",8,36.775
"MANBHUM PURULIA",1901,"Jul",9,29.85
"MANBHUM PURULIA",1901,"Jul",10,4.7
"MANBHUM PURULIA",1901,"Jul",11,4.95
"MANBHUM PURULIA",1901,"Jul",12,11.825
"MANBHUM PURULIA",1901,"Jul",13,1.475
"MANBHUM PURULIA",1901,"Jul",14,18.825
"MANBHUM PURULIA",1901,"Jul",15,9.4
"MANBHUM PURULIA",1901,"Jul",16,23.25
"MANBHUM PURULIA",1901,"Jul",17,4.425
"MANBHUM PURULIA",1901,"Jul",18,5.4
"MANBHUM PURULIA",1901,"Jul",19,2.75
"MANBHUM PURULIA",1901,"Jul",20,2.225
"MANBHUM PURULIA",1901,"Jul",21,25.975
"MANBHUM PURULIA",1901,"Jul",22,9.8
"MANBHUM PURULIA",1901,"Jul",23,5.975
"MANBHUM PURULIA",1901,"Jul",24,6.35
"MANBHUM PURULIA",1901,"Jul",25,1.075
"MANBHUM PURULIA",1901,"Jul",26,0
"MANBHUM PURULIA",1901,"Jul",27,2.425
"MANBHUM PURULIA",1901,"Jul",28,4.875
"MANBHUM PURULIA",1901,"Jul",29,9.425
"MANBHUM PURULIA",1901,"Jul",30,0.375
"MANBHUM PURULIA",1901,"Jul",31,1.266667
"MANBHUM PURULIA",1901,"Jun",1,0.45
"MANBHUM PURULIA",1901,"Jun",2,5.825
"MANBHUM PURULIA",1901,"Jun",3,4
"MANBHUM PURULIA",1901,"Jun",4,2.925
"MANBHUM PURULIA",1901,"Jun",5,0
"MANBHUM PURULIA",1901,"Jun",6,0.075
"MANBHUM PURULIA",1901,"Jun",7,0
"MANBHUM PURULIA",1901,"Jun",8,0
"MANBHUM PURULIA",1901,"Jun",9,0
"MANBHUM PURULIA",1901,"Jun",10,0
"MANBHUM PURULIA",1901,"Jun",11,0
"MANBHUM PURULIA",1901,"Jun",12,0
"MANBHUM PURULIA",1901,"Jun",13,0.5
"MANBHUM PURULIA",1901,"Jun",14,0
"MANBHUM PURULIA",1901,"Jun",15,1.9
"MANBHUM PURULIA",1901,"Jun",16,2.725
"MANBHUM PURULIA",1901,"Jun",17,6.925
"MANBHUM PURULIA",1901,"Jun",18,8.25
"MANBHUM PURULIA",1901,"Jun",19,5.4
"MANBHUM PURULIA",1901,"Jun",20,0
"MANBHUM PURULIA",1901,"Jun",21,4.125
"MANBHUM PURULIA",1901,"Jun",22,3.075
"MANBHUM PURULIA",1901,"Jun",23,1.6
"MANBHUM PURULIA",1901,"Jun",24,11.55
"MANBHUM PURULIA",1901,"Jun",25,4.075
"MANBHUM PURULIA",1901,"Jun",26,8.125
"MANBHUM PURULIA",1901,"Jun",27,28.575
"MANBHUM PURULIA",1901,"Jun",28,3.375
"MANBHUM PURULIA",1901,"Jun",29,3.55
"MANBHUM PURULIA",1901,"Jun",30,4.125
"MANBHUM PURULIA",1901,"Mar",1,0
"MANBHUM PURULIA",1901,"Mar",2,0
"MANBHUM PURULIA",1901,"Mar",3,0
"MANBHUM PURULIA",1901,"Mar",4,0
"MANBHUM PURULIA",1901,"Mar",5,0
"MANBHUM PURULIA",1901,"Mar",6,0.125
"MANBHUM PURULIA",1901,"Mar",7,0
"MANBHUM PURULIA",1901,"Mar",8,1
"MANBHUM PURULIA",1901,"Mar",9,0
"MANBHUM PURULIA",1901,"Mar",10,0
"MANBHUM PURULIA",1901,"Mar",11,0
"MANBHUM PURULIA",1901,"Mar",12,0
"MANBHUM PURULIA",1901,"Mar",13,0
"MANBHUM PURULIA",1901,"Mar",14,0
"MANBHUM PURULIA",1901,"Mar",15,0
"MANBHUM PURULIA",1901,"Mar",16,0
"MANBHUM PURULIA",1901,"Mar",17,0
"MANBHUM PURULIA",1901,"Mar",18,0
"MANBHUM PURULIA",1901,"Mar",19,0
"MANBHUM PURULIA",1901,"Mar",20,0
"MANBHUM PURULIA",1901,"Mar",21,1.4
"MANBHUM PURULIA",1901,"Mar",22,0.2
"MANBHUM PURULIA",1901,"Mar",23,0
"MANBHUM PURULIA",1901,"Mar",24,1.4
"MANBHUM PURULIA",1901,"Mar",25,0
"MANBHUM PURULIA",1901,"Mar",26,0
"MANBHUM PURULIA",1901,"Mar",27,0
"MANBHUM PURULIA",1901,"Mar",28,0
"MANBHUM PURULIA",1901,"Mar",29,0
"MANBHUM PURULIA",1901,"Mar",30,0
"MANBHUM PURULIA",1901,"Mar",31,0
"MANBHUM PURULIA",1901,"May",1,0
"MANBHUM PURULIA",1901,"May",2,0
"MANBHUM PURULIA",1901,"May",3,0
"MANBHUM PURULIA",1901,"May",4,5.4
"MANBHUM PURULIA",1901,"May",5,0
"MANBHUM PURULIA",1901,"May",6,0
"MANBHUM PURULIA",1901,"May",7,1.475
"MANBHUM PURULIA",1901,"May",8,0
"MANBHUM PURULIA",1901,"May",9,0
"MANBHUM PURULIA",1901,"May",10,0
"MANBHUM PURULIA",1901,"May",11,0
"MANBHUM PURULIA",1901,"May",12,0
"MANBHUM PURULIA",1901,"May",13,0.375
"MANBHUM PURULIA",1901,"May",14,9.4
"MANBHUM PURULIA",1901,"May",15,0
"MANBHUM PURULIA",1901,"May",16,10.45
"MANBHUM PURULIA",1901,"May",17,0
"MANBHUM PURULIA",1901,"May",18,0.125
"MANBHUM PURULIA",1901,"May",19,0.75
"MANBHUM PURULIA",1901,"May",20,0
"MANBHUM PURULIA",1901,"May",21,2.15
"MANBHUM PURULIA",1901,"May",22,5.275
"MANBHUM PURULIA",1901,"May",23,3.175
"MANBHUM PURULIA",1901,"May",24,0
"MANBHUM PURULIA",1901,"May",25,0
"MANBHUM PURULIA",1901,"May",26,0
"MANBHUM PURULIA",1901,"May",27,0
"MANBHUM PURULIA",1901,"May",28,0
"MANBHUM PURULIA",1901,"May",29,5.225
"MANBHUM PURULIA",1901,"May",30,10.875
"MANBHUM PURULIA",1901,"May",31,0
"MANBHUM PURULIA",1901,"Nov",1,0
"MANBHUM PURULIA",1901,"Nov",2,0
"MANBHUM PURULIA",1901,"Nov",3,0
"MANBHUM PURULIA",1901,"Nov",4,0
"MANBHUM PURULIA",1901,"Nov",5,0
"MANBHUM PURULIA",1901,"Nov",6,0
"MANBHUM PURULIA",1901,"Nov",7,0
"MANBHUM PURULIA",1901,"Nov",8,0
"MANBHUM PURULIA",1901,"Nov",9,0
"MANBHUM PURULIA",1901,"Nov",10,0
"MANBHUM PURULIA",1901,"Nov",11,0
"MANBHUM PURULIA",1901,"Nov",12,0
"MANBHUM PURULIA",1901,"Nov",13,0
"MANBHUM PURULIA",1901,"Nov",14,0
"MANBHUM PURULIA",1901,"Nov",15,2.55
"MANBHUM PURULIA",1901,"Nov",16,3
"MANBHUM PURULIA",1901,"Nov",17,0.2
"MANBHUM PURULIA",1901,"Nov",18,0
"MANBHUM PURULIA",1901,"Nov",19,0
"MANBHUM PURULIA",1901,"Nov",20,0
"MANBHUM PURULIA",1901,"Nov",21,0
"MANBHUM PURULIA",1901,"Nov",22,0
"MANBHUM PURULIA",1901,"Nov",23,0
"MANBHUM PURULIA",1901,"Nov",24,0.25
"MANBHUM PURULIA",1901,"Nov",25,1.75
"MANBHUM PURULIA",1901,"Nov",26,5.175
"MANBHUM PURULIA",1901,"Nov",27,5.45
"MANBHUM PURULIA",1901,"Nov",28,0
"MANBHUM PURULIA",1901,"Nov",29,0
"MANBHUM PURULIA",1901,"Nov",30,0
"MANBHUM PURULIA",1901,"Oct",1,0
"MANBHUM PURULIA",1901,"Oct",2,0
"MANBHUM PURULIA",1901,"Oct",3,10.675
"MANBHUM PURULIA",1901,"Oct",4,17.025
"MANBHUM PURULIA",1901,"Oct",5,0
"MANBHUM PURULIA",1901,"Oct",6,0
"MANBHUM PURULIA",1901,"Oct",7,0
"MANBHUM PURULIA",1901,"Oct",8,0.125
"MANBHUM PURULIA",1901,"Oct",9,0
"MANBHUM PURULIA",1901,"Oct",10,0
"MANBHUM PURULIA",1901,"Oct",11,0
"MANBHUM PURULIA",1901,"Oct",12,0
"MANBHUM PURULIA",1901,"Oct",13,0
"MANBHUM PURULIA",1901,"Oct",14,0
"MANBHUM PURULIA",1901,"Oct",15,11.1
"MANBHUM PURULIA",1901,"Oct",16,1
"MANBHUM PURULIA",1901,"Oct",17,0
"MANBHUM PURULIA",1901,"Oct",18,0
"MANBHUM PURULIA",1901,"Oct",19,0
"MANBHUM PURULIA",1901,"Oct",20,0
"MANBHUM PURULIA",1901,"Oct",21,0
"MANBHUM PURULIA",1901,"Oct",22,0
"MANBHUM PURULIA",1901,"Oct",23,0
"MANBHUM PURULIA",1901,"Oct",24,0
"MANBHUM PURULIA",1901,"Oct",25,0
"MANBHUM PURULIA",1901,"Oct",26,0
"MANBHUM PURULIA",1901,"Oct",27,0
"MANBHUM PURULIA",1901,"Oct",28,0
"MANBHUM PURULIA",1901,"Oct",29,0
"MANBHUM PURULIA",1901,"Oct",30,0
"MANBHUM PURULIA",1901,"Oct",31,0
"MANBHUM PURULIA",1901,"Sep",1,5.45
"MANBHUM PURULIA",1901,"Sep",2,2.025
"MANBHUM PURULIA",1901,"Sep",3,2.75
"MANBHUM PURULIA",1901,"Sep",4,97.225
"MANBHUM PURULIA",1901,"Sep",5,80.125
"MANBHUM PURULIA",1901,"Sep",6,27.75
"MANBHUM PURULIA",1901,"Sep",7,10.925
"MANBHUM PURULIA",1901,"Sep",8,0.075
"MANBHUM PURULIA",1901,"Sep",9,0
"MANBHUM PURULIA",1901,"Sep",10,0.9
"MANBHUM PURULIA",1901,"Sep",11,0
"MANBHUM PURULIA",1901,"Sep",12,0
"MANBHUM PURULIA",1901,"Sep",13,0
"MANBHUM PURULIA",1901,"Sep",14,0
"MANBHUM PURULIA",1901,"Sep",15,0
"MANBHUM PURULIA",1901,"Sep",16,0
"MANBHUM PURULIA",1901,"Sep",17,0
"MANBHUM PURULIA",1901,"Sep",18,0
"MANBHUM PURULIA",1901,"Sep",19,0
"MANBHUM PURULIA",1901,"Sep",20,0.525
"MANBHUM PURULIA",1901,"Sep",21,0.525
"MANBHUM PURULIA",1901,"Sep",22,17.925
"MANBHUM PURULIA",1901,"Sep",23,73.975
"MANBHUM PURULIA",1901,"Sep",24,3.3
"MANBHUM PURULIA",1901,"Sep",25,0.625
"MANBHUM PURULIA",1901,"Sep",26,0.45
"MANBHUM PURULIA",1901,"Sep",27,0
"MANBHUM PURULIA",1901,"Sep",28,0
"MANBHUM PURULIA",1901,"Sep",29,0
"MANBHUM PURULIA",1901,"Sep",30,0
"MANBHUM PURULIA",1902,"Apr",1,0
"MANBHUM PURULIA",1902,"Apr",2,5.2
"MANBHUM PURULIA",1902,"Apr",3,3.05
"MANBHUM PURULIA",1902,"Apr",4,0
"MANBHUM PURULIA",1902,"Apr",5,0.625
"MANBHUM PURULIA",1902,"Apr",6,0
"MANBHUM PURULIA",1902,"Apr",7,0
"MANBHUM PURULIA",1902,"Apr",8,0
"MANBHUM PURULIA",1902,"Apr",9,0
"MANBHUM PURULIA",1902,"Apr",10,2.725
"MANBHUM PURULIA",1902,"Apr",11,7.675
"MANBHUM PURULIA",1902,"Apr",12,0
"MANBHUM PURULIA",1902,"Apr",13,0
"MANBHUM PURULIA",1902,"Apr",14,0
"MANBHUM PURULIA",1902,"Apr",15,0
"MANBHUM PURULIA",1902,"Apr",16,0
"MANBHUM PURULIA",1902,"Apr",17,0
"MANBHUM PURULIA",1902,"Apr",18,10.15
"MANBHUM PURULIA",1902,"Apr",19,0
"MANBHUM PURULIA",1902,"Apr",20,2.475
"MANBHUM PURULIA",1902,"Apr",21,0
"MANBHUM PURULIA",1902,"Apr",22,6.45
"MANBHUM PURULIA",1902,"Apr",23,2.275
"MANBHUM PURULIA",1902,"Apr",24,4.7
"MANBHUM PURULIA",1902,"Apr",25,0.2
"MANBHUM PURULIA",1902,"Apr",26,0
"MANBHUM PURULIA",1902,"Apr",27,0
"MANBHUM PURULIA",1902,"Apr",28,0
"MANBHUM PURULIA",1902,"Apr",29,0
"MANBHUM PURULIA",1902,"Apr",30,0
"MANBHUM PURULIA",1902,"Aug",1,0
"MANBHUM PURULIA",1902,"Aug",2,8.45
"MANBHUM PURULIA",1902,"Aug",3,16
"MANBHUM PURULIA",1902,"Aug",4,10.1
"MANBHUM PURULIA",1902,"Aug",5,17.775
"MANBHUM PURULIA",1902,"Aug",6,13.4
"MANBHUM PURULIA",1902,"Aug",7,1.65
"MANBHUM PURULIA",1902,"Aug",8,3.3
"MANBHUM PURULIA",1902,"Aug",9,8.25
"MANBHUM PURULIA",1902,"Aug",10,15.725
"MANBHUM PURULIA",1902,"Aug",11,16.825
"MANBHUM PURULIA",1902,"Aug",12,8.4
"MANBHUM PURULIA",1902,"Aug",13,0
"MANBHUM PURULIA",1902,"Aug",14,6.725
"MANBHUM PURULIA",1902,"Aug",15,0.7
"MANBHUM PURULIA",1902,"Aug",16,0
"MANBHUM PURULIA",1902,"Aug",17,0.75
"MANBHUM PURULIA",1902,"Aug",18,0
"MANBHUM PURULIA",1902,"Aug",19,13.575
"MANBHUM PURULIA",1902,"Aug",20,21.9
"MANBHUM PURULIA",1902,"Aug",21,1.1
"MANBHUM PURULIA",1902,"Aug",22,0.25
"MANBHUM PURULIA",1902,"Aug",23,4.95
"MANBHUM PURULIA",1902,"Aug",24,29.075
"MANBHUM PURULIA",1902,"Aug",25,25.9
"MANBHUM PURULIA",1902,"Aug",26,13.275
"MANBHUM PURULIA",1902,"Aug",27,3.8
"MANBHUM PURULIA",1902,"Aug",28,10.35
"MANBHUM PURULIA",1902,"Aug",29,0
"MANBHUM PURULIA",1902,"Aug",30,0.125
"MANBHUM PURULIA",1902,"Aug",31,4.95
"MANBHUM PURULIA",1902,"Dec",1,0
"MANBHUM PURULIA",1902,"Dec",2,0
"MANBHUM PURULIA",1902,"Dec",3,0
"MANBHUM PURULIA",1902,"Dec",4,0
"MANBHUM PURULIA",1902,"Dec",5,0
"MANBHUM PURULIA",1902,"Dec",6,0
"MANBHUM PURULIA",1902,"Dec",7,0
"MANBHUM PURULIA",1902,"Dec",8,0
"MANBHUM PURULIA",1902,"Dec",9,0
"MANBHUM PURULIA",1902,"Dec",10,0
"MANBHUM PURULIA",1902,"Dec",11,0
"MANBHUM PURULIA",1902,"Dec",12,0
"MANBHUM PURULIA",1902,"Dec",13,0
"MANBHUM PURULIA",1902,"Dec",14,0
"MANBHUM PURULIA",1902,"Dec",15,0
"MANBHUM PURULIA",1902,"Dec",16,0
"MANBHUM PURULIA",1902,"Dec",17,0
"MANBHUM PURULIA",1902,"Dec",18,0
"MANBHUM PURULIA",1902,"Dec",19,0
"MANBHUM PURULIA",1902,"Dec",20,0
"MANBHUM PURULIA",1902,"Dec",21,0.45
"MANBHUM PURULIA",1902,"Dec",22,1.975
"MANBHUM PURULIA",1902,"Dec",23,0
"MANBHUM PURULIA",1902,"Dec",24,0
"MANBHUM PURULIA",1902,"Dec",25,0
"MANBHUM PURULIA",1902,"Dec",26,0
"MANBHUM PURULIA",1902,"Dec",27,0
"MANBHUM PURULIA",1902,"Dec",28,0
"MANBHUM PURULIA",1902,"Dec",29,0
"MANBHUM PURULIA",1902,"Dec",30,0
"MANBHUM PURULIA",1902,"Dec",31,0
"MANBHUM PURULIA",1902,"Feb",1,0
"MANBHUM PURULIA",1902,"Feb",2,0
"MANBHUM PURULIA",1902,"Feb",3,0
"MANBHUM PURULIA",1902,"Feb",4,0
"MANBHUM PURULIA",1902,"Feb",5,0
"MANBHUM PURULIA",1902,"Feb",6,0
"MANBHUM PURULIA",1902,"Feb",7,0
"MANBHUM PURULIA",1902,"Feb",8,0
"MANBHUM PURULIA",1902,"Feb",9,0
"MANBHUM PURULIA",1902,"Feb",10,0
"MANBHUM PURULIA",1902,"Feb",11,0
"MANBHUM PURULIA",1902,"Feb",12,0
"MANBHUM PURULIA",1902,"Feb",13,0
"MANBHUM PURULIA",1902,"Feb",14,0
"MANBHUM PURULIA",1902,"Feb",15,0
"MANBHUM PURULIA",1902,"Feb",16,0
"MANBHUM PURULIA",1902,"Feb",17,0
"MANBHUM PURULIA",1902,"Feb",18,0
"MANBHUM PURULIA",1902,"Feb",19,0
"MANBHUM PURULIA",1902,"Feb",20,0
"MANBHUM PURULIA",1902,"Feb",21,0
"MANBHUM PURULIA",1902,"Feb",22,8.025
"MANBHUM PURULIA",1902,"Feb",23,0.775
"MANBHUM PURULIA",1902,"Feb",24,0
"MANBHUM PURULIA",1902,"Feb",25,0
"MANBHUM PURULIA",1902,"Feb",26,0
"MANBHUM PURULIA",1902,"Feb",27,0
"MANBHUM PURULIA",1902,"Feb",28,0
"MANBHUM PURULIA",1902,"Jan",1,0
"MANBHUM PURULIA",1902,"Jan",2,0
"MANBHUM PURULIA",1902,"Jan",3,0
"MANBHUM PURULIA",1902,"Jan",4,0
"MANBHUM PURULIA",1902,"Jan",5,0
"MANBHUM PURULIA",1902,"Jan",6,0
"MANBHUM PURULIA",1902,"Jan",7,0
"MANBHUM PURULIA",1902,"Jan",8,0
"MANBHUM PURULIA",1902,"Jan",9,0
"MANBHUM PURULIA",1902,"Jan",10,0
"MANBHUM PURULIA",1902,"Jan",11,0
"MANBHUM PURULIA",1902,"Jan",12,0
"MANBHUM PURULIA",1902,"Jan",13,0
"MANBHUM PURULIA",1902,"Jan",14,0
"MANBHUM PURULIA",1902,"Jan",15,0
"MANBHUM PURULIA",1902,"Jan",16,0
"MANBHUM PURULIA",1902,"Jan",17,0
"MANBHUM PURULIA",1902,"Jan",18,0
"MANBHUM PURULIA",1902,"Jan",19,0
"MANBHUM PURULIA",1902,"Jan",20,0
"MANBHUM PURULIA",1902,"Jan",21,0
"MANBHUM PURULIA",1902,"Jan",22,0
"MANBHUM PURULIA",1902,"Jan",23,0
"MANBHUM PURULIA",1902,"Jan",24,0
"MANBHUM PURULIA",1902,"Jan",25,0
"MANBHUM PURULIA",1902,"Jan",26,0
"MANBHUM PURULIA",1902,"Jan",27,0
"MANBHUM PURULIA",1902,"Jan",28,0
"MANBHUM PURULIA",1902,"Jan",29,0
"MANBHUM PURULIA",1902,"Jan",30,0
"MANBHUM PURULIA",1902,"Jan",31,0
"MANBHUM PURULIA",1902,"Jul",1,1.925
"MANBHUM PURULIA",1902,"Jul",2,0
"MANBHUM PURULIA",1902,"Jul",3,4.7
"MANBHUM PURULIA",1902,"Jul",4,2.3
"MANBHUM PURULIA",1902,"Jul",5,60.8
"MANBHUM PURULIA",1902,"Jul",6,6
"MANBHUM PURULIA",1902,"Jul",7,20.7
"MANBHUM PURULIA",1902,"Jul",8,3.125
"MANBHUM PURULIA",1902,"Jul",9,6.925
"MANBHUM PURULIA",1902,"Jul",10,0
"MANBHUM PURULIA",1902,"Jul",11,4.4
"MANBHUM PURULIA",1902,"Jul",12,3.35
"MANBHUM PURULIA",1902,"Jul",13,11.125
"MANBHUM PURULIA",1902,"Jul",14,0.9
"MANBHUM PURULIA",1902,"Jul",15,0.325
"MANBHUM PURULIA",1902,"Jul",16,62.225
"MANBHUM PURULIA",1902,"Jul",17,27.375
"MANBHUM PURULIA",1902,"Jul",18,3.8
"MANBHUM PURULIA",1902,"Jul",19,3.8
"MANBHUM PURULIA",1902,"Jul",20,13.525
"MANBHUM PURULIA",1902,"Jul",21,12.325
"MANBHUM PURULIA",1902,"Jul",22,6.975
"MANBHUM PURULIA",1902,"Jul",23,0
"MANBHUM PURULIA",1902,"Jul",24,0.575
"MANBHUM PURULIA",1902,"Jul",25,3.175
"MANBHUM PURULIA",1902,"Jul",26,19.675
"MANBHUM PURULIA",1902,"Jul",27,12.3
"MANBHUM PURULIA",1902,"Jul",28,31.25
